A3,1.0.0,Accurate, Adaptable, and Accessible Error Metrics for Predictive Models
kmi,0.5.2,Kaplan-Meier Multiple Imputation for the Analysis of Cumulative Incidence Functions in the Competing Risks Setting
Kmisc,0.5.0,Kevin Miscellaneous 
kml,2.4.1,K-Means for Longitudinal Data 
kmlcov,1.0.1,Clustering longitudinal data using the likelihood as a metric of distance
kmlShape,0.9.5,K-Means for Longitudinal Data using Shape-Respecting Distance 
kmodR,0.1.0,K-Means with Simultaneous Outlier Detection 
KMsurv,0.1-5,Data sets from Klein and Moeschberger (1997), Survival Analysis 
KnapsackSampling,0.1.0,Generate Feasible Samples of a Knapsack Problem 
knitcitations,1.0.7,Citations for 'Knitr' Markdown Files 
knitLatex,0.9.0,'Knitr' Helpers - Mostly Tables 
knitr,1.16,A General-Purpose Package for Dynamic Report Generation in R 
knitrBootstrap,1.0.0,Knitr Bootstrap Framework 
knncat,1.2.2,Nearest-neighbor Classification with Categorical Variables 
knnGarden,1.0.1,Multi-distance based k-Nearest Neighbors 
knnIndep,2.0,Independence tests and benchmarks 
knockoff,0.2.1,Knockoff Filter for Controlling the False Discovery Rate 
knotR,1.0-2,Knot Diagrams using Bezier Curves 
KnowBR,1.2,Discriminating Well Surveyed Spatial Units from Exhaustive Biodiversity Databases
kntnr,0.4.0,R Client for 'kintone' API 
kobe,1.3.2,Tools for the provision of scientific fisheries management advice
KODAMA,1.4,Knowledge Discovery by Accuracy Maximization 
kofnGA,1.2,A Genetic Algorithm for Fixed-Size Subset Selection 
KOGMWU,1.1,Functional Summary and Meta-Analysis of Gene Expression Data 
kohonen,3.0.2,Supervised and Unsupervised Self-Organising Maps 
kokudosuuchi,0.2.0,R Interface to e-Stat API 
kolmim,1.0,An Improved Evaluation of Kolmogorov's Distribution 
KoNLP,0.80.1,Korean NLP Package 
koRpus,0.10-2,An R Package for Text Analysis 
KoulMde,3.0.0,Koul's Minimum Distance Estimation in Linear Regression and Autoregression Model by Coordinate Descent Algorithm
Kpart,1.2.0,Cubic Spline Fitting with Knot Selection 
kpcalg,1.0.1,Kernel PC Algorithm for Causal Structure Detection 
kpodclustr,1.0,Method for Clustering Partially Observed Data 
KraljicMatrix,0.1.1,A Quantified Implementation of the Kraljic Matrix 
kriens,0.1,Continuation Passing Style Development 
kriging,1.1,Ordinary Kriging 
KrigInv,1.3.1,Kriging-based Inversion for Deterministic and Noisy Computer Experiments
KRLS,0.3-7,Kernel-based Regularized Least squares (KRLS) 
krm,2016.7-9,Kernel Based Regression Models 
ks,1.10.6,Kernel Smoothing 
kSamples,1.2-4,K-Sample Rank Tests and their Combinations 
kscons,0.7.0,A Bayesian Approach for Protein Residue Contact Prediction using the Knob-Socket Model of Protein Tertiary Structure
KScorrect,1.2.0,Lilliefors-Corrected Kolmogorov-Smirnoff Goodness-of-Fit Tests 
KSD,1.0.0,Goodness-of-Fit Tests using Kernelized Stein Discrepancy 
KSEAapp,0.99.0,Kinase-Substrate Enrichment Analysis 
kselection,0.2.0,Selection of K in K-Means Clustering 
ksrlive,1.0,Identify Kinase Substrate Relationships Using Dynamic Data 
kst,0.2-1,Knowledge Space Theory 
KTensorGraphs,0.1,Co-Tucker3 Analysis of Two Sequences of Matrices 
ktsolve,1.1,Configurable function for solving families of nonlinear equations
ktspair,1.0,k-Top Scoring Pairs for Microarray Classification 
kulife,0.1-14,Datasets and functions from the (now non-existing) Faculty of Life Sciences, University of Copenhagen
kutils,1.0,Project Management Tools 
kwb.hantush,0.2.1,Calculation of Groundwater Mounding Beneath an Infiltration Basin
kyotil,2016.11-9,Utility Functions by Youyi, Krisz and Others 
kza,4.0.0,Kolmogorov-Zurbenko Adaptive Filters 
kzfs,1.0.1.5,Multi-Scale Motions Separation with Kolmogorov-Zurbenko Periodogram Signals
kzft,0.17,Kolmogorov-Zurbenko Fourier Transform and Applications 
kzs,1.4,Kolmogorov-Zurbenko Spatial Smoothing and Applications 
l0ara,0.1.3,Sparse Generalized Linear Model with L0 Approximation for Feature Selection
l1kdeconv,1.1.0,Deconvolution for LINCS L1000 Data 
L1pack,0.38,Routines for L1 Estimation 
l2boost,1.0,l2boost - Friedman's boosting algorithm for regularized linear regression
labdsv,1.8-0,Ordination and Multivariate Analysis for Ecology 
label.switching,1.6,Relabelling MCMC Outputs of Mixture Models 
labeledLoop,0.1,Labeled Loop 
labeling,0.3,Axis Labeling 
labelled,1.0.0,Manipulating Labelled Data 
labelrank,0.1,Predicting Rankings of Labels 
labeltodendro,1.3,Convert labels or tables to a dendrogram 
LabourMarketAreas,3.0,Identification, Tuning, Visualisation and Analysis of Labour Market Areas
labstatR,1.0.8,Libreria Del Laboratorio Di Statistica Con R 
labstats,1.0.1,Data Sets for the Book "Experimental Design for Laboratory Biologists"
laeken,0.4.6,Estimation of indicators on social exclusion and poverty 
laercio,1.0-1,Duncan test, Tukey test and Scott-Knott test 
LaF,0.6.3,Fast Access to Large ASCII Files 
lagged,0.1-0,Classes and Methods for Lagged Objects 
laGP,1.3-2,Local Approximate Gaussian Process Regression 
Lahman,5.0-0,Sean 'Lahman' Baseball Database 
LakeMetabolizer,1.5.0,Tools for the Analysis of Ecosystem Metabolism 
lakemorpho,1.1.0,Lake Morphometry Metrics in R 
laketemps,0.5.1,Lake Temperatures Collected by Situ and Satellite Methods from 1985-2009
LAM,0.0-17,Some Latent Variable Models 
lambda.r,1.1.9,Modeling Data with Functional Programming 
lambda.tools,1.0.9,Tools for Modeling Data with Functional Programming 
Lambda4,3.0,Collection of Internal Consistency Reliability Coefficients 
LambertW,0.6.4,Probabilistic Models to Analyze and Gaussianize Heavy-Tailed, Skewed Data
lamW,1.3.0,Lambert-W Function 
LANDD,1.1.0,Liquid Association for Network Dynamics Detection 
landest,1.0,Landmark Estimation of Survival and Treatment Effect 
landpred,1.0,Landmark Prediction of a Survival Outcome 
landsat,1.0.8,Radiometric and topographic correction of satellite imagery 
landsat8,0.1-10,Landsat 8 Imagery Rescaled to Reflectance, Radiance and/or Temperature
landscapeR,1.1.3,Categorical Landscape Simulation Facility 
Langevin,1.2,Langevin Analysis in One and Two Dimensions 
languagelayeR,1.0.0,Access the 'languagelayer' API 
languageR,1.4.1,Data sets and functions with "Analyzing Linguistic Data: A practical introduction to statistics"
lans2r,1.0.5,Work with Look at NanoSIMS Data in R 
LaplaceDeconv,1.0.4,Laplace Deconvolution with Noisy Discrete Non-Equally Spaced Observations on a Finite Time Interval
LaplacesDemon,16.0.1,Complete Environment for Bayesian Inference 
lar,0.1-2,History of labour relations package 
LARF,1.4,Local Average Response Functions for Instrumental Variable Estimation of Treatment Effects
largeList,0.3.1,Serialization Interface for Large List Objects 
largeVis,0.2.1,High-Quality Visualizations of Large, High-Dimensional Datasets 
lars,1.2,Least Angle Regression, Lasso and Forward Stagewise 
lasso2,1.2-19,L1 constrained estimation aka &lsquo;lasso&rsquo; 
LassoBacktracking,0.1.2,Modelling Interactions in High-Dimensional Data with Backtracking
lassopv,0.1.3,Nonparametric P-Value Estimation for Predictors in Lasso 
lassoscore,0.6,High-Dimensional Inference with the Penalized Score Test 
lassoshooting,0.1.5-1,L1 regularized regression (Lasso) solver using the Cyclic Coordinate Descent algorithm aka Lasso Shooting
lasvmR,0.1.2,A Simple Wrapper for the LASVM Solver 
latdiag,0.2-3,Draws Diagrams Useful for Checking Latent Scales 
latentnet,2.7.1,Latent Position and Cluster Models for Statistical Networks 
Laterality,0.9.3,Functions to Calculate Common Laterality Statistics in Primatology
latex2exp,0.4.0,Use LaTeX Expressions in Plots 
lattice,0.20-35,Trellis Graphics for R 
latticeDensity,1.0.7,Density estimation and nonparametric regression on irregular regions
latticeExtra,0.6-28,Extra Graphical Utilities Based on Lattice 
LatticeKrig,6.4,Multiresolution Kriging Based on Markov Random Fields 
lava,1.5,Latent Variable Models 
lava.tobit,0.5,Latent Variable Models with Censored and Binary Outcomes 
lavaan,0.5-23.1097,Latent Variable Analysis 
lavaan.shiny,1.2,Latent Variable Analysis with Shiny 
lavaan.survey,1.1.3.1,Complex Survey Structural Equation Modeling (SEM) 
lawn,0.3.0,Client for 'Turfjs' for 'Geospatial' Analysis 
lawstat,3.1,Tools for Biostatistics, Public Policy, and Law 
lazy,1.2-15,Lazy Learning for Local Regression 
lazyData,1.1.0,A LazyData Facility 
lazyeval,0.2.0,Lazy (Non-Standard) Evaluation 
lazyrmd,0.2.0,Render R Markdown Outputs Lazily 
lazysql,0.1.3,Lazy SQL Programming 
lazyWeave,3.0.1,LaTeX Wrappers for R Users 
lba,2.4.1,Latent Budget Analysis for Compositional Data 
lbfgs,1.2.1,Limited-memory BFGS Optimization 
lbfgsb3,2015-2.13,Limited Memory BFGS Minimizer with Bounds on Parameters 
lbiassurv,1.1,Length-biased correction to survival curve estimation 
lbreg,1.0,Log-Binomial Regression with Constrained Optimization 
LBSPR,0.1.0,Length-Based Spawning Potential Ratio 
LCA,0.1,Localised Co-Dependency Analysis 
LCAextend,1.2,Latent Class Analysis (LCA) with familial dependence in extended pedigrees
lcda,0.3,Latent Class Discriminant Analysis 
LCF,1.6-6,Linear Combination Fitting 
LCFdata,2.0,Data sets for package &ldquo;LMERConvenienceFunctions&rdquo; 
lclGWAS,1.0.3,Efficient Estimation of Discrete-Time Multivariate Frailty Model Using Exact Likelihood Function for Grouped Survival Data
LCMCR,0.4.1,Bayesian Nonparametric Latent-Class Capture-Recapture 
lcmm,1.7.8,Extended Mixed Models Using Latent Classes and Latent Processes 
lcopula,1.0,Liouville Copulas 
lctools,0.2-5,Local Correlation, Spatial Inequalities, Geographically Weighted Regression and Other Tools
lda,1.4.2,Collapsed Gibbs Sampling Methods for Topic Models 
ldamatch,1.0.1,Selection of Statistically Similar Research Groups 
ldatuning,0.2.0,Tuning of the Latent Dirichlet Allocation Models Parameters 
LDAvis,0.3.2,Interactive Visualization of Topic Models 
ldbod,0.1.2,Local Density-Based Outlier Detection 
ldbounds,1.1-1,Lan-DeMets Method for Group Sequential Boundaries 
LDcorSV,1.3.2,Linkage Disequilibrium Corrected by the Structure and the Relatedness
LDheatmap,0.99-2,Graphical Display of Pairwise Linkage Disequilibria Between SNPs 
ldhmm,0.1.0,Hidden Markov Model for Return Time-Series Based on Lambda Distribution
ldlasso,3.2,LD LASSO Regression for SNP Association Study 
LDOD,1.0,Finding Locally D-optimal optimal designs for some nonlinear and generalized linear models
LDPD,1.1.2,Probability of Default Calibration 
ldr,1.3.3,Methods for likelihood-based dimension reduction in regression 
LDRTools,0.2,Tools for Linear Dimension Reduction 
ldstatsHD,1.0.0,Linear Dependence Statistics for High-Dimensional Data 
LDtests,1.0,Exact tests for Linkage Disequilibrium and Hardy-Weinberg Equilibrium
leaderCluster,1.2,Leader Clustering Algorithm 
LeafAngle,1.2-1,Analysis and Visualization of Plant Leaf Angle Distributions 
LeafArea,0.1.7,Rapid Digital Image Analysis of Leaf Area 
leaflet,1.1.0,Create Interactive Web Maps with the JavaScript 'Leaflet' Library
leaflet.minicharts,0.3.0,Mini Charts for Interactive Maps 
leafletCN,0.2.1,An R Gallery for China and Other Geojson Choropleth Map in Leaflet
leafletR,0.4-0,Interactive Web-Maps Based on the Leaflet JavaScript Library 
LEANR,1.4.9,Finds "Local Subnetworks" Within an Interaction Network which Show Enrichment for Differentially Expressed Genes
LEAP,0.2,Constructing Gene Co-Expression Networks for Single-Cell RNA-Sequencing Data Using Pseudotime Ordering
LEAPFrOG,1.0.7,Likelihood Estimation of Admixture in Parents From Offspring Genotypes
leapp,1.2,latent effect adjustment after primary projection 
leaps,3.0,Regression Subset Selection 
LeArEst,0.1.4,Border and Area Estimation of Data Measured with Additive Error 
LearnBayes,2.15,Functions for Learning Bayesian Inference 
learningCurve,1.1.1,An Implementation of Crawford's and Wright's Learning Curve Production Functions
learningr,0.29,Data and functions to accompany the book "Learning R" 
learNN,0.2.0,Examples of Neural Networks 
learnr,0.8,Interactive Tutorials for R 
learnrbook,0.0.2,Datasets for Aphalo's "Learn R" Book 
learnstats,0.1.1,An Interactive Environment for Learning Statistics 
lefse,0.1,Phylogenetic and Functional Analyses for Ecology 
LEGIT,1.1.1,Latent Environmental &amp; Genetic InTeraction (LEGIT) Model 
leiv,2.0-7,Bivariate Linear Errors-In-Variables Estimation 
LeLogicielR,1.2,Functions and datasets to accompany the book "Le logiciel R: Maitriser le langage, Effectuer des analyses statistiques"
lemon,0.3.0,Freshing Up your 'ggplot2' Plots 
LendingClub,1.0.2,A Lending Club API Wrapper 
lero.lero,0.1,Generate 'Lero Lero' Quotes 
lessR,3.6.2,Less Code, More Results 
lestat,1.8,A package for LEarning STATistics 
letsR,2.6,Tools for Data Handling and Analysis in Macroecology 
lettercase,0.13.1,Utilities for Formatting Strings with Consistent Capitalization, Word Breaks and White Space
lexicon,0.3.1,Lexicons for Text Analysis 
LexisPlotR,0.3,Plot Lexis Diagrams for Demographic Purposes 
lexRankr,0.4.1,Extractive Summarization of Text with the LexRank Algorithm 
lfactors,1.0.1,Factors with Levels 
lfda,1.1.2,Local Fisher Discriminant Analysis 
LFDR.MLE,1.0,Estimation of the Local False Discovery Rates by Type II Maximum Likelihood Estimation
lfe,2.5-1998,Linear Group Fixed Effects 
lfl,1.4,Linguistic Fuzzy Logic 
lfstat,0.9.4,Calculation of Low Flow Statistics for Daily Stream Flow Data 
lga,1.1-1,Tools for linear grouping analysis (LGA) 
lgarch,0.6-2,Simulation and Estimation of Log-GARCH Models 
lgcp,1.4,Log-Gaussian Cox Process 
LGEWIS,0.2,Tests for Genetic Association/Gene-Environment Interaction in Longitudinal Gene-Environment-Wide Interaction Studies
LGRF,1.0,Set-Based Tests for Genetic Association in Longitudinal Studies 
lgtdl,1.1.4,A Set of Methods for Longitudinal Data Objects 
lhmixr,0.1.0,Fit Sex-Specific Life History Models with Missing Classifications
lhs,0.14,Latin Hypercube Samples 
libamtrack,0.6.3,Computational Routines for Proton and Ion Radiotherapy 
libcoin,0.9-2,Linear Test Statistics for Permutation Inference 
LiblineaR,2.10-8,Linear Predictive Models Based on the 'LIBLINEAR' C/C++ Library 
LiblineaR.ACF,1.94-2,Linear Classification with Online Adaptation of Coordinate Frequencies
Libra,1.5,Linearized Bregman Algorithms for Generalized Linear Models 
libsoc,0.5,Read, Create and Write 'PharmML' Standard Output (so) XML Files 
LICORS,0.2.0,Light Cone Reconstruction of States - Predictive State Estimation From Spatio-Temporal Data
LICurvature,0.1.1,Sensitivity Analysis for Case Weight in Normal Linear Regression 
lidR,1.2.0,Airborne LiDAR Data Manipulation and Visualization for Forestry Applications
lifecontingencies,1.2.3,Financial and Actuarial Mathematics for Life Contingencies 
lifecourse,2.0,Quantification of Lifecourse Fluidity 
LifeHist,1.0-1,Life History Models of Individuals 
lifelogr,0.1.0,Life Logging 
LifeTables,1.0,Two-Parameter HMD Model Life Table System 
lift,0.0.2,Compute the Top Decile Lift and Plot the Lift Curve 
liftLRD,1.0-5,Wavelet Lifting Estimators of the Hurst Exponent for Regularly and Irregularly Sampled Time Series
liftr,0.5,Containerize R Markdown Documents 
LightningR,1.0.2,Tools for Communication with Lightning-Viz Server 
lightsout,0.3,Implementation of the 'Lights Out' Puzzle Game 
LIHNPSD,0.2.1,Poisson Subordinated Distribution 
likelihood,1.7,Methods for Maximum Likelihood Estimation 
likelihoodAsy,0.45,Functions for Likelihood Asymptotics 
likeLTD,6.2.0,Tools to Evaluate DNA Profile Evidence 
likert,1.3.5,Analysis and Visualization Likert Items 
LIM,1.4.6,Linear Inverse Model examples and solution methods 
limitplot,1.2,Jitter/CI Plot with Ordered Points Below the Limit of Detection 
limSolve,1.5.5.2,Solving Linear Inverse Models 
linbin,0.1.2,Binning and Plotting of Linearly Referenced Data 
LinCal,1.0,Static Univariate Frequentist and Bayesian Linear Calibration 
LindenmayeR,0.1.6,Functions to Explore L-Systems (Lindenmayer Systems) 
lindia,0.9,Automated Linear Regression Diagnostic 
LindleyR,1.1.0,The Lindley Distribution and Its Modifications 
linear.tools,1.3.0,Manipulate Formulas and Evaluate Marginal Effects 
LinearizedSVR,1.3,Linearized Support Vector Regression 
LinearRegressionMDE,1.0,Minimum Distance Estimation in Linear Regression Model 
linERR,1.0,Linear Excess Relative Risk Model 
lineup,0.37-6,Lining Up Two Sets of Measurements 
lingtypology,1.0.4,Linguistic Typology and Mapping 
link2GI,0.1-0,Linking GIS, Remote Sensing and Other Command Line Tools 
LinkageMapView,2.1.0,Plot Linkage Group Maps with Quantitative Trait Loci 
linkcomm,1.0-11,Tools for Generating, Visualizing, and Analysing Link Communities in Networks
LinkedMatrix,1.2.0,Column-Linked and Row-Linked Matrices 
linkim,0.1,Linkage information based genotype imputation method 
linkR,1.1.1,3D Lever and Linkage Mechanism Modeling 
linLIR,1.1,linear Likelihood-based Imprecise Regression 
linprog,0.9-2,Linear Programming / Optimization 
LinRegInteractive,0.3-1,Interactive Interpretation of Linear Regression Models 
LINselect,1.1,Selection of Linear Estimators 
lintools,0.1.1.3,Manipulation of Linear Systems of (in)Equalities 
lintr,1.0.0,Static R Code Analysis 
liqueueR,0.0.1,Implements Queue, PriorityQueue and Stack Classes 
liquidSVM,1.0.1,A Fast and Versatile SVM Package 
lira,1.2.0,LInear Regression in Astronomy 
liso,0.2,Fitting lasso penalised additive isotone models 
lisp,0.1,List-processing à la SRFI-1 
lisrelToR,0.1.4,Import output from LISREL into R 
list,8.3,Statistical Methods for the Item Count Technique and List Experiment
listdtr,1.0,List-Based Rules for Dynamic Treatment Regimes 
listenv,0.6.0,Environments Behaving (Almost) as Lists 
LIStest,2.1,Tests of independence based on the Longest Increasing Subsequence
listless,0.0-2,Convert Lists to Tidy Data Frames 
listviewer,1.4.0,'htmlwidget' for Interactive Views of R Lists 
listWithDefaults,1.1.0,List with Defaults 
liteq,1.0.0,Lightweight Portable Message Queue Using 'SQLite' 
littler,0.3.2,R at the Command-Line via 'r' 
liureg,1.0,Liu Regression with Liu Biasing Parameters and Statistics 
livechatR,0.1.0,R Wrapper for LiveChat REST API 
ljr,1.4-0,Logistic Joinpoint Regression 
llama,0.9.1,Leveraging Learning to Automatically Manage Algorithms 
lle,1.1,Locally linear embedding 
lllcrc,1.2,Local Log-linear Models for Capture-Recapture 
LLSR,0.0.2.0,Data Analysis of Liquid-Liquid Systems 
lm.beta,1.5-1,Add Standardized Regression Coefficients to lm-Objects 
lm.br,2.9.3,Linear Model with Breakpoint 
lme4,1.1-13,Linear Mixed-Effects Models using 'Eigen' and S4 
lmec,1.0,Linear Mixed-Effects Models with Censored Responses 
lmem.gwaser,0.1.0,Linear Mixed Effects Models for Genome-Wide Association Studies 
lmem.qtler,0.1.1,Linear Mixed Effects Models for QTL Mapping for Multienvironment and Multitrait Analysis
lmeNB,1.3,Compute the Personalized Activity Index Based on a Negative Binomial Model
lmeNBBayes,1.3.1,Compute the Personalized Activity Index Based on a Flexible Bayesian Negative Binomial Model
lmenssp,1.2,Linear Mixed Effects Models with Non-Stationary Stochastic Processes
LMERConvenienceFunctions,2.10,Model Selection and Post-hoc Analysis for (G)LMER Models 
lmeresampler,0.1.0,Bootstrap Methods for Nested Linear Mixed-Effects Models 
lmerTest,2.0-33,Tests in Linear Mixed Effects Models 
lmeSplines,1.1-10,Add smoothing spline modelling capability to nlme 
LMest,2.3,Latent Markov Models with and without Covariates 
lmeVarComp,1.0,Testing for a subset of variance components in linear mixed models
lmf,1.2,Functions for estimation and inference of selection in age-structured populations
lmfor,1.2,Functions for Forest Biometrics 
lmm,1.0,Linear Mixed Models 
lmmlasso,0.1-2,Linear mixed-effects models with Lasso 
lmmot,0.1.4,Multiple Ordinal Tobit (MOT) Model 
lmms,1.3.3,Linear Mixed Effect Model Splines for Modelling and Analysis of Time Course Data
lmodel2,1.7-2,Model II Regression 
lmom,2.5,L-moments 
lmomco,2.2.7,L-Moments, Censored L-Moments, Trimmed L-Moments, L-Comoments, and Many Distributions
Lmoments,1.2-3,L-Moments and Quantile Mixtures 
lmomRFA,3.0-1,Regional frequency analysis using L-moments 
lmPerm,2.1.0,Permutation Tests for Linear Models 
lmridge,1.0,Linear Ridge Regression with Ridge Penalty and Ridge Statistics 
lmSupport,2.9.8,Support for Linear Models 
lmtest,0.9-35,Testing Linear Regression Models 
lmvar,1.1.0,Linear Regression with Non-Constant Variances 
LncFinder,1.0.0,Long Non-Coding RNA Identification Based on Features of Sequence, EIIP and Secondary Structure
LncMod,1.1,Predicting Modulator and Functional/Survival Analysis 
LncPath,1.0,Identifying the Pathways Regulated by LncRNA Sets of Interest 
LncPriCNet,1.0,Prioritizing Candidate LncRNAs Based on a Composite Multi-Level Network
LNIRT,0.2.0,LogNormal Response Time Item Response Theory Models 
loa,0.2.38,Lattice Options and Add-Ins 
LocalControl,1.0.0,Local Control: An R Package for Generating High Quality Comparative Effectiveness Evidence
localdepth,0.5-7,Local Depth 
localgauss,0.40,Estimating Local Gaussian Parameters 
localsolver,2.3,R API to LocalSolver 
locfdr,1.1-8,Computes Local False Discovery Rates 
LocFDRPois,1.0.0,Functions for Performing Local FDR Estimation when Null and Alternative are Poisson
locfit,1.5-9.1,Local Regression, Likelihood and Density Estimation 
locits,1.7.3,Test of Stationarity and Localized Autocovariance 
Lock5Data,2.6,Datasets for "Statistics: UnLocking the Power of Data" 
Lock5withR,1.2.2,Datasets for 'Statistics: Unlocking the Power of Data' 
locpol,0.6-0,Kernel local polynomial regression 
loder,0.1.0,Dependency-Free Access to PNG Image Files 
lodGWAS,1.0-7,Genome-Wide Association Analysis of a Biomarker Accounting for Limit of Detection
loe,1.1,Local Ordinal Embedding 
log4r,0.2,A simple logging system for R, based on log4j 
logbin,2.0.3,Relative Risk Regression Using the Log-Binomial Model 
LogConcDEAD,1.5-9,Log-concave Density Estimation in Arbitrary Dimensions 
logconcens,0.16-4,Maximum likelihood estimation of a log-concave density based on censored data
logcondens,2.1.5,Estimate a Log-Concave Probability Density from Iid Observations 
logcondens.mode,1.0.1,Compute MLE of Log-Concave Density on R with Fixed Mode, and Perform Inference for the Mode
logcondiscr,1.0.6,Estimate a Log-Concave Probability Mass Function from Discrete i.i.d. Observations
logconPH,1.5,CoxPH Model with Log Concave Baseline Distribution 
logging,0.7-103,R logging package 
LogicForest,2.1.0,Logic Forest 
LOGICOIL,0.99.0,LOGICOIL: multi-state prediction of coiled-coil oligomeric state
LogicOpt,1.0.0,Truth Table Logic Optimizer 
LogicReg,1.5.9,Logic Regression 
logistf,1.22,Firth's Bias-Reduced Logistic Regression 
LogisticDx,0.2,Diagnostic Tests for Models with a Binomial Response 
logisticPCA,0.2,Binary Dimensionality Reduction 
LOGIT,1.3,Functions, Data and Code for Binary and Binomial Data 
logitchoice,0.9.4,Fitting l2-regularized logit choice models via generalized gradient descent
LogitNet,0.1-1,Infer network based on binary arrays using regularized logistic regression
logitnorm,0.8.34,Functions for the Logitnormal Distribution 
loglognorm,1.0.1,Double log normal distribution functions 
logmult,0.6.4,Log-Multiplicative Models, Including Association Models 
LogrankA,1.0,Logrank Test for Aggregated Survival Data 
logspline,2.1.9,Logspline Density Estimation Routines 
lokern,1.1-8,Kernel Regression Smoothing with Local or Global Plug-in Bandwidth
lomb,1.0,Lomb-Scargle Periodogram 
longCatEDA,0.31,Package for Plotting Categorical Longitudinal and Time-Series Data
longclust,1.2,Model-Based Clustering and Classification for Longitudinal Data 
longitudinal,1.1.12,Analysis of Multiple Time Course Data 
longitudinalData,2.4.1,Longitudinal Data 
longmemo,1.0-0,Statistics for Long-Memory Processes (Jan Beran) &ndash; Data and Functions
longpower,1.0-16,Sample Size Calculations for Longitudinal Data 
longurl,0.3.0,Expand Short URLs 
loo,1.1.0,Efficient Leave-One-Out Cross-Validation and WAIC for Bayesian Models
lookupTable,0.1,Look-Up Tables using S4 
loop,1.1,loop decomposition of weighted directed graphs for life cycle analysis, providing flexbile network plotting methods, and
LoopAnalyst,1.2-4,A Collection of Tools to Conduct Levins' Loop Analysis 
loopr,1.0.1,Uses an Archive to Amend Previous Stages of a Pipe using Current Output
lordif,0.3-3,Logistic Ordinal Regression Differential Item Functioning using IRT
lorec,0.6.1,LOw Rand and sparsE Covariance matrix estimation 
LOST,1.3,Missing Morphometric Data Simulation and Estimation 
LotkasLaw,0.0.1.0,Runs Lotka's Law which is One of the Special Applications of Zipf's Law
lowmemtkmeans,0.1.2,Low Memory Use Trimmed K-Means 
LowRankQP,1.0.2,Low Rank Quadratic Programming 
lpbrim,1.0.0,LP-BRIM Bipartite Modularity 
lpc,1.0.2,Lassoed principal components for testing significance of features
LPCM,0.45-0,Local Principal Curve Methods 
lpdensity,0.2,Local Polynomial Density Estimation and Inference 
lpint,2.0,Local polynomial estimators of intensity function or its derivatives
lplyr,0.1.6,'dplyr' Verbs for Lists and Other Verbs for Data Frames 
LPM,2.6,Linear Parametric Models Applied to Hydrological Series 
lpme,1.1.0,Local Polynomial Estimators in Measurement Error Models 
LPmerge,1.6,Merging linkage maps by linear programming 
lpmodeler,0.2-1,Modeler for linear programs (LP) and mixed integer linear programs (MILP)
LPR,1.0,Lasso and Partial Ridge 
lpridge,1.0-7,Local Polynomial (Ridge) Regression 
LPS,1.0.10,Linear Predictor Score, for Binary Inference from Multiple Continuous Variables
lpSolve,5.6.13,Interface to 'Lp_solve' v. 5.5 to Solve Linear/Integer Programs 
lpSolveAPI,5.5.2.0-17,R Interface to 'lp_solve' Version 5.5.2.0 
LPStimeSeries,1.0-5,Learned Pattern Similarity and Representation for Time Series 
LPTime,1.0-2,LP Nonparametric Approach to Non-Gaussian Non-Linear Time Series Modelling
lqa,1.0-3,Penalized Likelihood Inference for GLMs 
lqmm,1.5.3,Linear Quantile Mixed Models 
lqr,1.5,Robust Linear Quantile Regression 
LRcontrast,1.0,Dose Response Signal Detection under Model Uncertainty 
lrequire,0.1.3,Sources an R "Module" with Caching &amp; Encapsulation, Returning Exported Vars
lrgs,0.5.1,Linear Regression by Gibbs Sampling 
lrmest,3.0,Different Types of Estimators to Deal with Multicollinearity 
LRTH,1.3,A Likelihood Ratio Test Accounting for Genetic Heterogeneity 
LS2W,1.3-3,Locally stationary two-dimensional wavelet process estimation scheme
LS2Wstat,2.0-3,A Multiscale Test of Spatial Stationarity for LS2W processes 
lsa,0.73.1,Latent Semantic Analysis 
LSAfun,0.5.1,Applied Latent Semantic Analysis (LSA) Functions 
LSAmitR,1.0-0,Datensätze und Übungsmaterial zu 'Large-Scale Assessment mit R' 
lsasim,1.0.1,Functions to Facilitate the Simulation of Large Scale Assessment Data
lsbclust,1.0.4,Least-Squares Bilinear Clustering for Three-Way Data 
LSC,0.1.5,Local Statistical Complexity - Automatic Pattern Discovery in Spatio-Temporal Data
LSD,3.0,Lots of Superior Depictions 
LSDinterface,0.3.0,Reading LSD Results (.res) Files 
lsdv,1.1,Least square dummy variable regression 
lsei,1.1-1,Solving Least Squares Problems under Equality/Inequality Constraints
lsgl,1.3.6,Linear Multiple Output Sparse Group Lasso 
lshorth,0.1-6,The Length of the Shorth 
lsl,0.5.5,Latent Structure Learning 
lsmeans,2.26-3,Least-Squares Means 
LSMonteCarlo,1.0,American options pricing with Least Squares Monte Carlo method 
LSPFP,1.0.0,Lysate and Secretome Peptide Feature Plotter 
lspline,1.0-0,Linear Splines with Convenient Parametrisations 
lspls,0.2-1,LS-PLS Models 
lsr,0.5,Companion to "Learning Statistics with R" 
lss,0.52,the accelerated failure time model to right censored data based on least-squares principle
LSTS,1.0,Locally Stationary Time Series 
ltbayes,0.4,Simulation-Based Bayesian Inference for Latent Traits of Item Response Models
ltm,1.0-0,Latent Trait Models under IRT 
ltmle,0.9-9,Longitudinal Targeted Maximum Likelihood Estimation 
LTPDvar,1.2,LTPD and AOQL Plans for Acceptance Sampling Inspection by Variables
LTR,1.0.0,Perform LTR analysis on microarray data 
